"""Washington, D.C."",United States,""Washington, D.C."",4140963"
Marano di Napoli,Italy,Campania,3174021
Marataizes,Brazil,EspÃ­rito Santo,3457819
Marau,Brazil,Rio Grande do Sul,3457817
MaravatÃ­o,Mexico,MichoacÃ¡n,3996626
Marawi City,Philippines,Autonomous Region in Muslim Mindanao,1701053
Marbach am Neckar,Germany,Baden-WÃ¼rttemberg,2873776
Marbella,Spain,Andalusia,2514169
Marblehead,United States,Massachusetts,4943097
Marburg an der Lahn,Germany,Hesse,2873759
Marcavelica,Peru,Piura,3694939
Marche-en-Famenne,Belgium,Wallonia,2791744
Marchena,Spain,Andalusia,2514158
Marcianise,Italy,Campania,3173995
Marcos JuÃ¡rez,Argentina,Cordoba,3844899
Marcq-en-BarÅ“ul,France,Nord-Pas-de-Calais-Picardie,2995908
Mardakan,Azerbaijan,Baki,585568
Mardan,Pakistan,Khyber Pakhtunkhwa,1170880
Mardin,Turkey,Mardin,304797
Marechal CÃ¢ndido Rondon,Brazil,ParanÃ¡,3457772
Marechal Deodoro,Brazil,Alagoas,3395395
Marfil,Mexico,Guanajuato,3996595
Margâ€˜ilon,Uzbekistan,Fergana,1513243
Margahayukencana,Indonesia,West Java,1636125
Margasari,Indonesia,Central Java,1636121
Margate,South Africa,KwaZulu-Natal,978895
Margate,United Kingdom,England,2643044
Margate,United States,Florida,4163407
Margherita,India,Arunachal Pradesh,1263532
Marhanetsâ€™,Ukraine,Dnipropetrovsk,701855
Marhaura,India,Bihar,1263528
MariÄhu,India,Uttar Pradesh,1263523
MariÄni,India,Assam,1263522
Marialva,Brazil,ParanÃ¡,3457741
Mariana,Brazil,Minas Gerais,3457736
Mariano Comense,Italy,Lombardy,3173949
Mariano,Philippines,Northern Mindanao,1700980
Mariara,Venezuela,Carabobo,3632929
Ma'rib,Yemen,Maâ€™rib,72968
Maribor,Slovenia,Maribor,3195506
MaricÃ¡,Brazil,Rio de Janeiro,3457708
Maricopa,United States,Arizona,5303752
Mariehamn,Aland Islands,Mariehamns stad,3041732
Mariel,Cuba,Artemisa,3547600
Mariendorf,Germany,Berlin,2873606
Marienfelde,Germany,Berlin,2873589
Marienthal,Germany,Hamburg,2911287
Marietta,United States,Georgia,4207783
Marigaon,India,Assam,7302854
Marigliano,Italy,Campania,3173945
Marignane,France,Provence-Alpes-CÃ´te d'Azur,2995750
Marigot,Saint Martin,N/A,3578851
Mariinsk,Russia,Kemerovo,1499350
MarijampolÄ—,Lithuania,MarijampolÄ—s apskritis,597231
Marilao,Philippines,Central Luzon,1700917
Marina di Ardea-Tor San Lorenzo,Italy,Latium,8394392
Marina di Carrara,Italy,Tuscany,3173935
Marina,United States,California,5370493
MaringÃ¡,Brazil,ParanÃ¡,3457671
Marinha Grande,Portugal,Leiria,2266703
Marinilla,Colombia,Antioquia,3675263
Marino,Italy,Latium,3173914
Marion,United States,Illinois,4243899
Marion,United States,Indiana,4923210
Marion,United States,Iowa,4866263
Marion,United States,Ohio,5161902
Mariquita,Colombia,Tolima,3675252
Mariupol,Ukraine,Donetsk,701822
Mariveles,Philippines,Central Luzon,1700868
Marka,Somalia,Lower Shabeelle,54225
Markala,Mali,SÃ©gou,2453662
Markaz-e WoluswalÄ«-ye Ä€chÄ«n,Afghanistan,NangarhÄr,1469706
Market Harborough,United Kingdom,England,2643027
Markham,Canada,Ontario,6066513
Marki,Poland,Masovian Voivodeship,765191
Markkleeberg,Germany,Saxony,2873352
Markova,Russia,Irkutsk,2056881
Marks,Russia,Saratov,529073
Marktoberdorf,Germany,Bavaria,2873291
Marktredwitz,Germany,Bavaria,2873289
Marl,Germany,North Rhine-Westphalia,2873263
Marlboro,United States,New Jersey,5100886
Marlborough,United States,Massachusetts,4943170
Marlow,United Kingdom,England,2643003
Marly-le-Roi,France,ÃŽle-de-France,2995652
Marmagao,India,Goa,1263494
Marmande,France,Aquitaine-Limousin-Poitou-Charentes,2995642
Marmaris,Turkey,MuÄŸla,304782
Marneuli,Georgia,Kvemo Kartli,613074
Maroantsetra,Madagascar,Analanjirofo,1060283
MaroÃºsi,Greece,Attica,265243
Marolambo,Madagascar,Atsinanana,1060007
Marondera,Zimbabwe,Mashonaland East,886990
Maroua,Cameroon,Far North,2228373
Maroubra,Australia,New South Wales,2158651
Marovoay,Madagascar,Boeny,1059507
Marple,United Kingdom,England,2642999
Marquette,United States,Michigan,5000947
Marrakesh,Morocco,Marrakech-Tensift-Al Haouz,2542997
MarratxÃ­,Spain,Balearic Islands,2514097
Marrero,United States,Louisiana,4332628
Marrickville,Australia,New South Wales,2158626
Marsabit,Kenya,Marsabit,187585
Marsala,Italy,Sicily,2524245
Marsberg,Germany,North Rhine-Westphalia,2873211
Marseille 01,France,Provence-Alpes-CÃ´te d'Azur,7284882
Marseille 02,France,Provence-Alpes-CÃ´te d'Azur,7284883
Marseille 03,France,Provence-Alpes-CÃ´te d'Azur,7284884
Marseille 04,France,Provence-Alpes-CÃ´te d'Azur,7284885
Marseille 05,France,Provence-Alpes-CÃ´te d'Azur,7284886
Marseille 06,France,Provence-Alpes-CÃ´te d'Azur,7284887
Marseille 07,France,Provence-Alpes-CÃ´te d'Azur,7284888
Marseille 08,France,Provence-Alpes-CÃ´te d'Azur,7284889
Marseille 09,France,Provence-Alpes-CÃ´te d'Azur,7284891
Marseille 10,France,Provence-Alpes-CÃ´te d'Azur,7284890
Marseille 11,France,Provence-Alpes-CÃ´te d'Azur,7284892
Marseille 12,France,Provence-Alpes-CÃ´te d'Azur,7284893
Marseille 13,France,Provence-Alpes-CÃ´te d'Azur,7284894
Marseille 14,France,Provence-Alpes-CÃ´te d'Azur,7284895
Marseille 15,France,Provence-Alpes-CÃ´te d'Azur,7284896
Marseille 16,France,Provence-Alpes-CÃ´te d'Azur,7284897
Marseille,France,Provence-Alpes-CÃ´te d'Azur,2995469
Marshalltown,United States,Iowa,4866371
Marshfield,United States,Wisconsin,5261969
Martaban,Myanmar,Mon,1310460
MartÃ­nez de la Torre,Mexico,Veracruz,3523513
Martapura,Indonesia,South Kalimantan,1636022
Marte,Nigeria,Borno,2330719
Martha Lake,United States,Washington,5802493
Martigues,France,Provence-Alpes-CÃ´te d'Azur,2995387
Martil,Morocco,Tanger-TÃ©touan,2542987
Martin,Slovakia,Å½ilinskÃ½,3058780
Martina Franca,Italy,Apulia,3173841
MartinÃ³polis,Brazil,SÃ£o Paulo,3457595
Martinez,United States,California,5370868
Martinez,United States,Georgia,4207981
Martorell,Spain,Catalonia,3117331
Martos,Spain,Andalusia,2514073
Marugame,Japan,Kagawa,1857665
Marumori,Japan,Miyagi,2112008
Maruoka,Japan,Fukui,1857651
Maryland City,United States,Maryland,4361831
Maryland Heights,United States,Missouri,4397340
Marysville,United States,Ohio,5162077
Marysville,United States,Washington,5802570
Maryville,United States,Tennessee,4639848
Marzahn,Germany,Berlin,2873074
Masaka,Uganda,Central Region,229380
Masaki-chÅ,Japan,Ehime,1926101
MasallÄtah,Libya,Al Marqab,2215163
Masantol,Philippines,Central Luzon,1700753
Masasi,Tanzania,Mtwara,878058
Masatepe,Nicaragua,Masaya,3617725
Masaurhi Buzurg,India,Bihar,1263427
Masaya,Nicaragua,Masaya,3617723
Masbate,Philippines,Bicol,1700712
Mascalucia,Italy,Sicily,2524236
Mascara,Algeria,Mascara,2490098
Mascote,Brazil,Bahia,3457566
Mascouche,Canada,Quebec,6067494
Maseru,Lesotho,Maseru,932505
Mashhad,Iran,Razavi Khorasan,124665
Mashiko,Japan,Tochigi,2111999
MashtÅ«l as SÅ«q,Egypt,Eastern Province,352679
Masina,Democratic Republic of the Congo,Kinshasa,2593460
Masindi,Uganda,Western Region,229362
Masinloc,Philippines,Central Luzon,1700665
Masis,Armenia,Ararat Province,616435
Masjed SoleymÄn,Iran,Khuzestan,124620
Mason City,United States,Iowa,4866445
Mason,United States,Ohio,4517698
Maspalomas,Spain,Canary Islands,2514042
Massa,Italy,Tuscany,3173775
Massafra,Italy,Apulia,3173762
Massaguet,Chad,Hadjer-Lamis,2428231
Massakory,Chad,Hadjer-Lamis,2428228
Massamagrell,Spain,Valencia,2514066
Massapequa Park,United States,New York,5126187
Massapequa,United States,New York,5126183
Massawa,Eritrea,Northern Red Sea Region,330546
Massillon,United States,Ohio,5162097
Massy,France,ÃŽle-de-France,2995206
Masterton,New Zealand,Wellington,2206890
Mastic,United States,New York,5126208
Mastung,Pakistan,BalochistÄn,1170706
Masty,Belarus,Grodnenskaya,625367
Masuda,Japan,Shimane,1857594
Masumbwe,Tanzania,Geita,154654
Masvingo,Zimbabwe,Masvingo,886763
Maswa,Tanzania,Simiyu,154648
Mata de SÃ£o JoÃ£o,Brazil,Bahia,3457528
MatÃ£o,Brazil,SÃ£o Paulo,3457509
MatÃ­as Romero,Mexico,Oaxaca,3523450
Matadi,Democratic Republic of the Congo,Bas-Congo,2313002
Matagalpa,Nicaragua,Matagalpa,3617708
Matai,Tanzania,Rukwa,154638
Matam,Senegal,Matam,2248752
Matamey,Niger,Zinder,2441217
Matamoros,Mexico,Coahuila,3996426
Matanzas,Cuba,Matanzas,3547398
Matara,Sri Lanka,Southern,1235846
MatarÃ³,Spain,Catalonia,3117164
Mataram,Indonesia,West Nusa Tenggara,1635882
Mata-Utu,Wallis and Futuna,Circonscription d'UvÃ©a,4034821
Matehuala,Mexico,San Luis PotosÃ­,3996387
Matera,Italy,Basilicate,3173721
Mateur,Tunisia,Banzart,2469088
Mateus Leme,Brazil,Minas Gerais,3457484
Mathba,Bangladesh,BarisÄl,1185173
Mathura,India,Uttar Pradesh,1263364
Mati,Philippines,Davao,1700360
MatiÄri,Pakistan,Sindh,1170677
Matiri,Tanzania,Ruvuma,878041
Matola,Mozambique,Maputo,1039854
Matosinhos,Portugal,Porto,2737824
Matoury,French Guiana,Guyane,3380965
Matozinhos,Brazil,Minas Gerais,3457393
Matriz de Camaragibe,Brazil,Alagoas,3395077
Matsubara,Japan,ÅŒsaka,1857568
Matsubase,Japan,Kumamoto,1857560
Matsudo,Japan,Chiba,1857553
Matsue,Japan,Shimane,1857550
Matsumoto,Japan,Nagano,1857519
Matsushima,Japan,Miyagi,2111964
MatsutÅ,Japan,Ishikawa,1857470
Matsuyama,Japan,Ehime,1926099
MattanÅ«r,India,Kerala,1263331
Matteson,United States,Illinois,4901445
Matthews,United States,North Carolina,4478334
Mattoon,United States,Illinois,4244099
Matui,Tanzania,Tanga,154566
MaturÃ­n,Venezuela,Monagas,3778045
Matveyevskoye,Russia,Moscow,528454
Mau Aimma,India,Uttar Pradesh,1263306
Mau,India,Madhya Pradesh,1263309
Mau,India,Uttar Pradesh,1263311
MauÃ¡,Brazil,SÃ£o Paulo,3457381
MauÃ©s,Brazil,Amazonas,3395062
Mauban,Philippines,Calabarzon,1700179
Maubara,East Timor,LiquiÃ§Ã¡,1635826
Maubeuge,France,Nord-Pas-de-Calais-Picardie,2995150
Maubin,Myanmar,Ayeyarwady,1310362
Maudaha,India,Uttar Pradesh,1263303
Mauganj,India,Madhya Pradesh,1263300
Mauguio,France,Languedoc-Roussillon-Midi-PyrÃ©nÃ©es,2995121
Maulavi BÄzÄr,Bangladesh,Sylhet,1185166
Mauldin,United States,South Carolina,4586523
Maumelle,United States,Arkansas,4120792
Maumere,Indonesia,East Nusa Tenggara,1635815
Maun,Botswana,North West,933366
Maur,India,Punjab,1263293
Maurepas,France,ÃŽle-de-France,2995041
Mavoor,India,Kerala,1263280
MawÄna,India,Uttar Pradesh,1263275
Mawlaik,Myanmar,Sagain,1310120
Mawlamyine,Myanmar,Mon,1308465
Mawlamyinegyunn,Myanmar,Ayeyarwady,1308464
Maxixe,Mozambique,Inhambane,1039536
May Pen,Jamaica,Clarendon,3489523
MayÄng ImphÄl,India,Manipur,1263255
MayagÃ¼ez,Puerto Rico,Mayaguez,4566385
Mayahi,Niger,Maradi,2441194
Maychâ€™ew,Ethiopia,Tigray,331416
Mayen,Germany,Rheinland-Pfalz,2872649
Mayenne,France,Pays de la Loire,2994935
Mayfield Heights,United States,Ohio,5162188
Mayiladuthurai,India,Tamil Nadu,1263247
Maykop,Russia,Adygeya,528293
Mayma,Russia,Altai Republic,1499163
Maymana,Afghanistan,Faryab,1133453
Maywood,United States,California,5371261
Maywood,United States,Illinois,4901514
MazÄr-e SharÄ«f,Afghanistan,Balkh,1133616
Mazabuka,Zambia,Southern,907111
Mazara del Vallo,Italy,Sicily,2524205
MazarrÃ³n,Spain,Murcia,2513983
Mazatenango,Guatemala,Suchitepeque,3592609
MazatlÃ¡n,Mexico,Sinaloa,3996322
Mazeikiai,Lithuania,TelÅ¡iÅ³ apskritis,597188
Mazinde,Tanzania,Tanga,154470
Mazouna,Algeria,Relizane,2489987
Mazyr,Belarus,Gomel,625324
MbaÃ¯ki,Central African Republic,Lobaye,2384770
Mbabane,Swaziland,Hhohho,934985
MbakÃ©,Senegal,Diourbel,2248698
Mbala,Zambia,Northern,176146
Mbale,Kenya,Vihiga,187110
Mbale,Uganda,Eastern Region,229278
Mbalmayo,Cameroon,Centre,2228079
Mbandaka,Democratic Republic of the Congo,Ã‰quateur,2312895
Mbandjok,Cameroon,Centre,2228028
Mbanga,Cameroon,Littoral,2228005
Mbanza Congo,Angola,Zaire,2239520
Mbanza-Ngungu,Democratic Republic of the Congo,Bas-Congo,2312888
Mbarara,Uganda,Western Region,229268
Mbeya,Tanzania,Mbeya,154380
Mbinga,Tanzania,Ruvuma,877998
Mbouda,Cameroon,West,2227613
Mboursou LÃ©rÃ©,Chad,Mayo-Kebbi Ouest,2428042
Mbuguni,Tanzania,Arusha,154321
Mbuji-Mayi,Democratic Republic of the Congo,KasaÃ¯-Oriental,209228
McAlester,United States,Oklahoma,4542367
McDonough,United States,Georgia,4208442
McHenry,United States,Illinois,4901663
Mchinji,Malawi,Central Region,926747
McKeesport,United States,Pennsylvania,5200499
McKinleyville,United States,California,5567770
McMinnville,United States,Oregon,5739936
MeÃ¯ganga,Cameroon,Adamaoua,2227402
Mead Valley,United States,California,5371858
Meadow Woods,United States,Florida,4163918
Meads,United States,Kentucky,4300488
Meaux,France,ÃŽle-de-France,2994798
Mecca,Saudi Arabia,Makkah,104515
Mechelen,Belgium,Flanders,2791537
Mechernich,Germany,North Rhine-Westphalia,2872611
Mechraa Bel Ksiri,Morocco,Gharb-Chrarda-Beni Hssen,2542866
Meckenheim,Germany,North Rhine-Westphalia,2872582
Meda,Italy,Lombardy,3173671
Medak,India,Telangana,1263230
Medan,Indonesia,North Sumatra,1214520
Medeiros Neto,Brazil,Bahia,3457360
MedellÃ­n,Colombia,Antioquia,3674962
Medemblik,Netherlands,North Holland,2751073
Medenine,Tunisia,MadanÄ«n,2469473
Medford,United States,Massachusetts,4943629
Medford,United States,New York,5126518
Medford,United States,Oregon,5740099
Medgidia,Romania,ConstanÈ›a,673636
Media Luna,Cuba,Granma,3547260
MediaÅŸ,Romania,Sibiu,673634
Medianeira,Brazil,ParanÃ¡,3457359
Medicine Hat,Canada,Alberta,6071618
Medina del Campo,Spain,Castille and LeÃ³n,3117010
Medina Estates,Ghana,Greater Accra,2298330
Medina,Mexico,Guanajuato,3996299
Medina,Saudi Arabia,Al MadÄ«nah al Munawwarah,109223
Medina,United States,Ohio,5162512
MedinÄ«pur,India,West Bengal,1263220
Medjez el Bab,Tunisia,BÄjah,2469386
Mednogorsk,Russia,Orenburg,528109
Medvedevo,Russia,Mariy-El,528056
Medvedovskaya,Russia,Krasnodarskiy,527968
Medvezhâ€™yegorsk,Russia,Republic of Karelia,527888
Meerane,Germany,Saxony,2872519
Meerbusch,Germany,North Rhine-Westphalia,2872504
Meerssen,Netherlands,Limburg,2751037
Meerut,India,Uttar Pradesh,1263214
Meftah,Algeria,Blida,2488722
Megarine,Algeria,Ouargla,2488716
Megion,Russia,Khanty-Mansiyskiy Avtonomnyy Okrug,1499053
Mehar,Pakistan,Sindh,1170584
Mehdia,Algeria,Tiaret,2488616
Mehekar,India,Maharashtra,1263195
Mehendiganj,Bangladesh,BarisÄl,1185171
Mehlville,United States,Missouri,4397962
MehndÄwal,India,Uttar Pradesh,1263185
MehrÄbpur,Pakistan,BalochistÄn,1170564
Mehtar LÄm,Afghanistan,LaghmÄn,1133574
Meiderich,Germany,North Rhine-Westphalia,2872347
Meihekou,China,Jilin Sheng,2035801
Meiktila,Myanmar,Mandalay,1309793
Meinerzhagen,Germany,North Rhine-Westphalia,2872237
Meiningen,Germany,Thuringia,2872225
Meise,Belgium,Flanders,2791424
Meissen,Germany,Saxony,2872155
Meizhou,China,Guangdong,1800779
Mejicanos,El Salvador,San Salvador,3584399
Mejorada del Campo,Spain,Madrid,3116963
Mekele,Ethiopia,Tigray,331180
Mekla,Algeria,Tizi Ouzou,2488500
MeknÃ¨s,Morocco,MeknÃ¨s-Tafilalet,2542715
MelÃ­ssia,Greece,Attica,257302
Melati,Indonesia,Daerah Istimewa Yogyakarta,1635660
Melbourne,Australia,Victoria,2158177
Melbourne,United States,Florida,4163971
Melchor MÃºzquiz,Mexico,Coahuila,3996271
Melchor Ocampo,Mexico,MÃ©xico,3827586
Melegnano,Italy,Lombardy,3173631
Melekeok,Palau,Melekeok,7303944
Melenki,Russia,Vladimir,527740
Meleuz,Russia,Bashkortostan,527717
Melgar,Colombia,Tolima,3674885
Melilla,Spain,Melilla,2513947
Melipilla,Chile,Santiago Metropolitan,3880107
Melito di Napoli,Italy,Campania,3173614
Melitopolâ€™,Ukraine,Zaporizhia,701404
Melle,Germany,Lower Saxony,2872079
Melo,Uruguay,Cerro Largo,3441702
Melong,Cameroon,Littoral,2227230
Melouza,Algeria,Bordj Bou ArrÃ©ridj,2488202
Melrose Park,United States,Illinois,4901868
Melrose,United States,Massachusetts,4943677
Melton Mowbray,United Kingdom,England,2642763
Melton,Australia,Victoria,2158151
Melun,France,ÃŽle-de-France,2994651
Melur,India,Tamil Nadu,1263151
Melville,United States,New York,5126555
Melzo,Italy,Lombardy,3173599
MemÄri,India,West Bengal,1263148
Memmingen,Germany,Bavaria,2871992
Memphis,United States,Tennessee,4641239
Menasha,United States,Wisconsin,5262596
MendÄ«,Ethiopia,Oromiya,331038
Mendaha,Indonesia,Jambi,1636507
Mendarda,India,Gujarat,1263142
Mendefera,Eritrea,Debub,344901
Mendeleyevsk,Russia,Tatarstan,527579
Menden,Germany,North Rhine-Westphalia,2871983
Menderes,Turkey,Ä°zmir,317851
Mendes,Brazil,Rio de Janeiro,3457247
Mendez-NuÃ±ez,Philippines,Calabarzon,1699858
Mendi,Papua New Guinea,Southern Highlands,2090990
Mendip,United Kingdom,England,6947756
Mendoza,Argentina,Mendoza,3844421
MenemÃ©ni,Greece,Central Macedonia,735215
Menemen,Turkey,Ä°zmir,304612
Menen,Belgium,Flanders,2791343
Mengcheng Chengguanzhen,China,Anhui Sheng,1800764
Mengyin,China,Shandong Sheng,1800675
Menifee,United States,California,5372205
Menlo Park,United States,California,5372223
Mennzel Bou Zelfa,Tunisia,NÄbul,2469262
Menomonee Falls,United States,Wisconsin,5262630
Menomonie,United States,Wisconsin,5262634
Menongue,Angola,Cuando Cubango,3347353
Mentana,Italy,Latium,3173582
Mentekab,Malaysia,Pahang,1735018
Menton,France,Provence-Alpes-CÃ´te d'Azur,2994497
Mentor,United States,Ohio,5162645
Mentougou,China,Beijing,1800657
Menuma,Japan,Saitama,1857403
Menzel Abderhaman,Tunisia,Banzart,2469268
Menzel Bourguiba,Tunisia,Banzart,2469264
Menzel Jemil,Tunisia,Banzart,2469256
Menzelinsk,Russia,Tatarstan,527529
Meppel,Netherlands,Drenthe,2750947
Meppen,Germany,Lower Saxony,2871845
Mequon,United States,Wisconsin,5262649
Merano,Italy,Trentino-Alto Adige,3173577
Merced,United States,California,5372253
Mercedes,Argentina,Buenos Aires,3430708
Mercedes,Argentina,Corrientes,3430709
Mercedes,Costa Rica,Heredia,3622881
Mercedes,Philippines,Bicol,1699833
Mercedes,Uruguay,Soriano,3441684
Mercer Island,United States,Washington,5803139
Mercin,Turkey,Mersin,304531
Merefa,Ukraine,Kharkiv,701347
Merelani,Tanzania,Arusha,6640202
Merelbeke,Belgium,Flanders,2791315
Meridian,United States,Idaho,5600685
Meridian,United States,Mississippi,4435764
Merke,Kazakhstan,Zhambyl,1520969
Merouana,Algeria,Batna,2487882
Merrick,United States,New York,5126630
Merrillville,United States,Indiana,4923482
Merrimack,United States,New Hampshire,5089478
Merritt Island,United States,Florida,4164092
Mers el Kebir,Algeria,Oran,2487852
Mersa Matruh,Egypt,Muá¸©ÄfazÌ§at MaÅ£rÅ«á¸©,352733
Merseburg,Germany,Saxony-Anhalt,2871736
Mersing,Malaysia,Johor,1732826
Merta,India,Rajasthan,1263120
merter keresteciler,Turkey,Istanbul,6354984
Merthyr Tydfil,United Kingdom,Wales,2642705
Mertoyudan,Indonesia,Central Java,1635342
Meru,Kenya,Meru,186827
Merzifon,Turkey,Amasya,741609
Merzig,Germany,Saarland,2871675
Mesa,United States,Arizona,5304391
Mesagne,Italy,Apulia,3173537
Meschede,Germany,North Rhine-Westphalia,2871668
Meskiana,Algeria,Oum el Bouaghi,2487805
Mesquite,United States,Nevada,5508180
Messaad,Algeria,Djelfa,2487772
Messina,Italy,Sicily,2524170
Messina,South Africa,Limpopo,976885
Mestre,Italy,Veneto,3173529
MetahÄra,Ethiopia,Oromiya,330811
Metairie Terrace,United States,Louisiana,4333190
Metairie,United States,Louisiana,4333177
Metallostroy,Russia,St.-Petersburg,527361
MetamÃ³rfosi,Greece,Attica,259128
MetapÃ¡n,El Salvador,Santa Ana,3584384
Metepec,Mexico,Morelos,3523303
Methuen,United States,Massachusetts,4943828
Metlaoui,Tunisia,Gafsa,2473517
Metlili Chaamba,Algeria,GhardaÃ¯a,2487620
Metro,Indonesia,Lampung,1635283
Metrogorodok,Russia,Moscow,6418787
Mettmann,Germany,North Rhine-Westphalia,2871535
Mettupalayam,India,Tamil Nadu,1263103
Mettur,India,Tamil Nadu,1263101
Metu,Ethiopia,Oromiya,330764
Metz,France,Alsace-Champagne-Ardenne-Lorraine,2994160
Metzingen,Germany,Baden-WÃ¼rttemberg,2871486
Meudon,France,ÃŽle-de-France,2994144
Meulaboh,Indonesia,Aceh,1214488
Mevo Betar,Israel,Jerusalem,294244
Mexborough,United Kingdom,England,2642683
Mexicali,Mexico,Baja California,3996069
Mexico City,Mexico,Mexico City,3530597
Mexico,Philippines,Central Luzon,1699805
Meybod,Iran,Yazd,124193
Meycauayan,Philippines,Central Luzon,1699802
Meylan,France,Auvergne-RhÃ´ne-Alpes,2994087
Meyrin,Switzerland,Geneva,2659667
Meyzieu,France,Auvergne-RhÃ´ne-Alpes,2994048
MezÅ‘kÃ¶vesd,Hungary,Borsod-AbaÃºj-ZemplÃ©n,717652
MezÅ‘tÃºr,Hungary,JÃ¡sz-Nagykun-Szolnok,717635
Mezhdurechensk,Russia,Kemerovo,1498920
Mgandu,Tanzania,Singida,154097
MhÄsvÄd,India,Maharashtra,1263083
Mhango,Tanzania,Shinyanga,154002
MiÅ„sk Mazowiecki,Poland,Masovian Voivodeship,764679
MiÄn ChannÅ«n,Pakistan,Punjab,1170486
MiÄnwÄli,Pakistan,Punjab,1170425
MiahuatlÃ¡n de Porfirio DÃ­az,Mexico,Oaxaca,3523240
Miami Beach,United States,Florida,4164143
Miami Gardens,United States,Florida,4164167
Miami Lakes,United States,Florida,4164186
Miami,United States,Florida,4164138
Miamisburg,United States,Ohio,4518188
Miandrarivo,Madagascar,Vakinankaratra,1059059
Miandrivazo,Madagascar,Menabe,1059051
Mianyang,China,Sichuan,1800627
Miass,Russia,Chelyabinsk,1498894
MiÄ™dzyrzec Podlaski,Poland,Lublin Voivodeship,764862
MiÄ™dzyrzecz,Poland,Lubusz,3091969
MiÅŸrÄtah,Libya,MiÅŸrÄtah,2214846
Mibu,Japan,Tochigi,1857379
Michalovce,Slovakia,KoÅ¡ickÃ½,724144
Michelstadt,Germany,Hesse,2871284
Michigan City,United States,Indiana,4923531
Michurinsk,Russia,Tambov,527191
Middelburg,Netherlands,Zeeland,2750896
Middelburg,South Africa,Eastern Cape,976358
Middelburg,South Africa,Mpumalanga,976361
Middelharnis,Netherlands,South Holland,2750884
Middelkerke,Belgium,Flanders,2791194
Middle River,United States,Maryland,4362344
Middleburg Heights,United States,Ohio,5162851
Middlesbrough,United Kingdom,England,2642607
Middleton,United Kingdom,England,2642593
Middleton,United States,Wisconsin,5262838
Middletown,United States,Delaware,4143637
Middletown,United States,New York,5126842
Middletown,United States,Ohio,4518264
Middletown,United States,Rhode Island,5223358
Midelt,Morocco,MeknÃ¨s-Tafilalet,2542227
Midland,Canada,Ontario,6073363
Midland,United States,Michigan,5001929
Midland,United States,Texas,5526337
Midoun,Tunisia,MadanÄ«n,2468925
Midrand,South Africa,Gauteng,1105776
Midsayap,Philippines,Soccsksargen,1699755
Midvale,United States,Utah,5778244
Midwest City,United States,Oklahoma,4542765
Midyat,Turkey,Mardin,304382
Mielec,Poland,Subcarpathian Voivodeship,764849
Miercurea-Ciuc,Romania,Harghita,673441
Mieres,Spain,Asturias,3116789
Migdal Haâ€˜Emeq,Israel,Northern District,294210
Migori,Kenya,Migori,186731
Miguel AlemÃ¡n (La Doce),Mexico,Sonora,3970972
Miguel Hidalgo,Mexico,Mexico City,3827408
Miguel Pereira,Brazil,Rio de Janeiro,3457191
MiguelÃ³polis,Brazil,SÃ£o Paulo,3457192
Mihara,Japan,Hiroshima,1857334
Miharu,Japan,Fukushima,2111943
Mihona,India,Madhya Pradesh,1263057
Mijas,Spain,Andalusia,2513882
Mijdrecht,Netherlands,Utrecht,2750815
Mikhalkovo,Russia,Moscow,527057
Mikhaylovka,Russia,Volgograd,527012
Mikhaylovsk,Russia,Stavropol'skiy,493702
Miki,Japan,HyÅgo,1857276
Mikkeli,Finland,Southern Savonia,646005
MikoÅ‚Ã³w,Poland,Silesian Voivodeship,3091831
Mikumi,Tanzania,Morogoro,153871
Mikuni,Japan,Fukui,1857260
Mila,Algeria,Mila,2487452
Milak,India,Uttar Pradesh,1263051
MilanÃ³wek,Poland,Masovian Voivodeship,764749
Milano,Italy,Lombardy,3173435
Milas,Turkey,MuÄŸla,304355
Milazzo,Italy,Sicily,2524155
Mildura,Australia,Victoria,2157698
Milford Mill,United States,Maryland,4362438
Milford,United States,Massachusetts,4943958
Mililani Town,United States,Hawaii,5851030
Mill Creek,United States,Washington,5803457
Mill Park,Australia,Victoria,2157635
Millau,France,Languedoc-Roussillon-Midi-PyrÃ©nÃ©es,2993875
Millbrae,United States,California,5373129
Millcreek,United States,Utah,5778352
Milledgeville,United States,Georgia,4209448
Millerovo,Russia,Rostov,526558
Millville,United States,New Jersey,4503078
Milpa Alta,Mexico,Mexico City,3523202
Milpitas,United States,California,5373327
Milton Keynes,United Kingdom,England,2642465
Milton,Canada,Ontario,6074377
Milton,United States,Georgia,6331908
Milton,United States,Massachusetts,4944193
Milwaukee,United States,Wisconsin,5263045
Milwaukie,United States,Oregon,5740900
Mimarsinan,Turkey,Istanbul,741529
MinÅ«f,Egypt,Muá¸©ÄfazÌ§at al MinÅ«fÄ«yah,352354
MinakuchichÅ-matoba,Japan,Shiga Prefecture,1857209
Minamata,Japan,Kumamoto,1857208
Minamirinkan,Japan,Kanagawa,1857144
Minas de Marcona,Peru,Ica,3935288
Minas de Matahambre,Cuba,Pinar del RÃ­o,3546882
Minas,Cuba,CamagÃ¼ey,3546894
Minas,Uruguay,Lavalleja,3441665
Minatitlan,Mexico,Veracruz,3523183
Minato,Japan,Wakayama,1852383
Minbu,Myanmar,Magway,1309289
MinchinÄbÄd,Pakistan,Punjab,1170398
Mindelo,Cape Verde,SÃ£o Vicente,3374462
Minden,Germany,North Rhine-Westphalia,2871039
